PlayerId;PlayerName;Nationality;Age;Height;Weigh;Foot;Value;Wage;Crossing;Finishing;Heading accuracy;Short passing;Volleys;Dribbling;Curve;FK Accuracy;Long passing;Ball control;Acceleration;Sprint speed;Agility;Reactions;Balance;Shot power;Jumping;Stamina;Strength;Long shots;Aggression;Interceptions;Att. Position;Vision;Penalties;Composure;Defensive awareness;Standing tackle;Sliding tackle;GK Diving;GK Handling;GK Kicking;GK Positioning;GK Reflexes;PlayerName_right;Position
2051;Jesús Belza Medina;Spain;19;168;63;Right;€1M;€1K;58;44;51;59;44;62;45;43;51;65;85;84;80;59;88;60;55;62;36;43;50;55;54;50;48;57;55;59;55;12;10;6;9;7;Jesús Belza Medina;Ailier droit
3665;Umut Tohumcu;Germany;18;175;71;Right;€3.1M;€5K;55;63;39;72;51;69;62;59;68;71;67;65;77;64;79;62;42;53;42;60;54;29;58;69;55;65;38;50;49;12;7;7;6;10;Umut Tohumcu;Milieu central
3123;Carlo Pinsoglio;Italy;33;194;85;Left;€750K;€42K;13;11;13;24;8;18;11;18;28;22;43;41;33;61;40;47;61;34;60;6;32;18;11;35;22;63;20;12;13;72;71;62;73;74;Carlo Pinsoglio;Gardien de but
3275;Antonios Papadopoulos;Germany;23;185;83;Right;€1.4M;€10K;28;22;55;59;29;53;23;30;44;58;63;66;64;64;64;41;82;76;82;33;82;64;37;52;35;59;65;66;63;8;11;7;13;10;Antonios Papadopoulos;Défenseur central
6413;Reece Burke;England;26;189;81;Right;€1.8M;€22K;50;27;70;65;30;62;32;23;63;61;62;71;62;68;48;54;74;69;73;40;67;70;38;45;40;63;70;72;70;12;9;7;11;8;Reece Burke;Défenseur central
86;Nico Lawrence;England;20;183;87;Right;€550K;€4K;30;28;59;59;28;52;33;27;55;52;64;65;54;56;51;43;71;61;74;24;62;58;35;54;40;58;59;59;57;13;9;13;11;6;Nico Lawrence;Milieu offensif
1923;Iván Martos Campillo;Spain;26;182;69;Left;€1.7M;€5K;64;32;65;64;22;64;39;44;43;67;72;73;64;67;61;50;77;60;73;45;66;69;52;47;45;60;66;71;69;9;10;15;5;14;Iván Martos Campillo;Arrière gauche
7166;Dinis Lourenço Casals Namura Borges Pinto;Portugal;22;178;73;Right;€1.3M;€3K;60;34;42;56;48;61;50;49;57;62;73;72;70;63;69;56;55;54;55;43;52;60;46;49;50;49;62;63;65;8;8;5;12;7;Dinis Lourenço Casals Namura Borges Pinto;Milieu offensif
5487;Miguel Rodríguez Vidal;Spain;20;179;73;Right;€2.9M;€7K;64;60;32;69;49;70;55;32;65;67;80;80;70;60;63;61;57;47;58;48;51;34;68;66;53;55;45;24;25;7;10;7;7;12;Miguel Rodríguez Vidal;Ailier droit
7571;황의조 Ui Jo Hwang;Korea Republic;30;185;82;Right;€2.3M;€12K;62;70;68;65;72;74;80;62;58;73;76;77;72;70;65;79;79;75;71;74;62;44;72;65;67;70;33;42;35;9;15;10;7;6;;ST
2983;Danny Post;Netherlands;34;191;92;Right;€200K;€2K;44;49;64;62;42;55;44;58;60;60;38;34;32;58;32;71;72;68;90;59;78;64;51;55;59;66;59;63;56;15;11;16;10;13;Danny Post;Milieu défensif
2096;Fernando Niño Rodríguez;Spain;22;190;78;Right;€3.8M;€6K;52;72;72;71;68;67;54;51;53;70;65;64;68;72;61;74;79;70;74;70;52;31;73;55;65;57;30;31;28;11;10;8;8;14;;LS
1935;Diego Espinosa García;Spain;18;195;80;Left;€525K;€500;31;28;64;55;34;33;29;28;46;52;58;59;47;51;41;43;67;61;66;22;56;60;26;31;45;47;55;62;60;15;9;13;14;15;Diego Espinosa García;Milieu offensif
1929;Alberto Hórreo Taveras;Spain;23;191;81;Right;€925K;€1K;15;7;15;22;10;9;14;11;24;14;33;32;43;60;31;43;63;30;74;8;21;15;8;32;17;37;10;12;13;63;62;57;61;63;Alberto Hórreo Taveras;Ailier droit
1813;Julián Antonio Chicco;Argentina;25;186;73;Right;€1.1M;€4K;45;55;61;71;30;59;46;55;69;68;51;55;56;62;53;65;70;68;77;58;64;64;65;67;38;70;68;67;63;12;8;6;11;7;Julián Antonio Chicco;Gardien de but
6392;Jérémy Ménez;France;36;183;77;Right;€550K;€3K;67;71;60;73;73;76;79;74;64;74;64;62;71;60;71;73;67;34;63;71;36;28;71;70;79;77;45;14;20;3;7;3;7;3;Jérémy Ménez;Avant-centre
6672;Michele Avella;Italy;23;188;76;Left;€170K;€1K;13;8;13;25;8;13;13;12;18;14;32;16;27;49;35;42;39;21;43;8;26;10;7;34;16;35;8;12;15;58;57;56;49;58;Michele Avella;Gardien de but
366;Shaun Hutchinson;England;32;188;80;Right;€1.2M;€17K;46;22;74;50;18;53;49;35;58;50;41;50;50;69;49;54;75;66;82;23;78;75;23;53;25;56;69;72;71;8;10;12;13;16;Shaun Hutchinson;Défenseur central
354;Wesley Nathan Hylton Harding;Jamaica;26;181;79;Right;€1.2M;€9K;58;36;64;63;28;59;34;41;56;63;67;74;54;65;57;56;77;83;79;41;65;66;39;40;42;55;66;67;65;12;13;11;15;10;;CB
5877;Kamarai Simon-Swyer;England;20;183;78;Right;€550K;€7K;50;60;55;56;48;64;49;45;44;61;75;73;71;58;61;56;69;52;60;51;45;28;57;58;50;59;39;34;29;11;12;12;11;11;Kamarai Simon-Swyer;Arrière droit
2355;Daniel Andrés Luna García;Colombia;20;179;66;Left;€2.1M;€6K;39;61;40;63;43;65;41;55;59;68;69;68;64;59;63;46;40;59;34;58;50;26;72;71;52;60;30;36;43;10;10;10;14;8;Daniel Andrés Luna García;Milieu central
7315;Batista Mendy;France;23;191;82;Right;€4.4M;€28K;58;48;72;74;58;67;64;42;70;72;54;68;60;73;48;74;81;74;87;64;69;70;53;61;56;75;72;76;71;8;12;6;6;13;;RDM
2191;Jonatan Carmona Álamo;Spain;21;175;64;Right;€1M;€1K;52;41;58;70;46;66;50;45;67;63;61;61;63;64;73;56;48;50;34;41;63;59;41;63;55;55;64;59;62;6;11;8;10;8;Jonatan Carmona Álamo;Défenseur central
6011;Ibrahim Sangaré;Côte d'Ivoire;25;191;77;Right;€31M;€70K;66;61;71;79;62;76;64;62;77;75;69;64;64;79;76;80;78;87;91;64;75;84;68;74;64;76;83;82;78;7;13;11;6;7;Ibrahim Sangaré;Milieu défensif
3501;Max Schmitt;Germany;17;190;77;Right;€350K;€500;14;8;14;28;6;15;12;12;23;16;28;32;34;45;23;42;37;19;41;9;27;8;6;35;14;23;7;11;14;54;52;56;55;59;Max Schmitt;Milieu central
1304;Fodé Sylla;France;17;186;75;Right;€1M;€750;54;48;60;67;42;59;48;41;64;65;51;62;58;58;49;61;65;57;70;49;65;60;57;61;50;59;56;65;60;11;11;12;15;6;Fodé Sylla;Arrière droit
7172;Michael Simões Domingues;Portugal;32;195;90;Left;€600K;€4K;9;13;10;29;14;19;18;12;25;20;37;32;32;60;35;50;63;39;74;19;31;22;12;34;14;31;19;10;9;70;65;66;68;70;Michael Simões Domingues;Gardien de but
1417;Frédéric Guilbert;France;28;178;78;Right;€5M;€21K;74;38;70;73;32;69;56;42;65;74;73;71;67;71;74;66;78;76;73;47;76;73;65;63;44;67;71;74;76;8;14;16;13;7;;RB
6678;Nuno Miguel Gomes dos Santos;Portugal;28;177;72;Left;€21M;€20K;79;79;59;76;84;81;79;72;73;80;84;82;81;79;72;86;73;84;60;81;74;70;81;76;71;75;73;64;57;14;7;8;9;15;;LWB
2313;Javier Pérez Mateo;Spain;27;184;74;Right;€550K;€2K;43;62;61;65;34;61;38;48;63;65;38;50;37;61;49;66;64;78;74;67;44;62;63;62;50;57;60;62;60;10;11;6;11;9;;LDM
1411;Ibrahim Salah;Morocco;21;186;70;Right;€2.7M;€13K;52;70;55;63;61;73;53;45;43;72;68;77;69;66;70;69;70;65;71;59;61;27;72;57;56;59;28;28;23;8;11;6;15;7;Ibrahim Salah;Ailier gauche
1393;Guéla Doué;Côte d'Ivoire;20;187;84;Right;€2.3M;€9K;51;23;65;64;25;59;53;24;49;63;55;70;56;64;56;60;73;64;76;28;56;67;33;48;45;54;63;73;69;11;14;11;14;9;;RB
619;Alex Matos;England;18;176;71;Right;€1.2M;€800;56;56;54;66;50;66;57;50;61;66;79;74;75;63;73;69;78;75;79;49;84;58;54;59;62;52;61;65;61;14;6;10;8;9;;RDM
479;Jobe Bellingham;England;17;191;75;Right;€2.1M;€1K;51;56;64;67;47;69;55;44;65;70;68;72;68;61;70;57;70;69;63;56;56;64;65;66;45;66;61;66;60;10;10;13;15;11;;LCM
3754;Mahmoud Dahoud;Germany;27;178;68;Right;€15M;€76K;67;60;44;82;66;83;77;53;79;82;75;57;85;76;84;80;60;80;59;74;75;75;66;79;55;75;72;61;59;14;7;9;12;11;Mahmoud Dahoud;Ailier gauche
5627;Clément Nicolas Laurent Lenglet;France;28;186;81;Left;€6.5M;€95K;55;39;77;81;37;57;59;31;75;73;64;68;61;77;58;58;81;71;75;46;72;78;54;69;49;77;80;76;73;10;10;9;12;7;;LCB
6160;Jayden Bogle;England;22;178;69;Right;€4.4M;€22K;72;55;55;70;34;73;60;38;65;72;81;81;76;66;73;61;73;72;65;51;67;69;74;66;44;71;67;72;69;15;10;11;7;6;;RWB
3102;Federico Gatti;Italy;25;190;80;Right;€17.5M;€78K;34;30;80;66;32;57;34;36;61;66;76;79;56;73;58;58;89;67;79;29;80;78;45;40;43;75;80;81;78;6;11;11;11;6;;RCB
1280;Jonathan Gradit;France;30;180;75;Right;€11.5M;€34K;63;19;74;74;25;68;44;28;59;71;72;70;64;78;68;48;84;77;79;27;80;77;54;60;36;75;78;80;78;8;13;11;12;10;;RCB
3772;Leonhard Münst;Germany;21;183;76;Right;€550K;€3K;52;50;57;67;42;62;52;45;64;60;55;57;55;63;64;64;59;52;58;47;51;56;57;61;47;54;51;55;51;6;6;13;9;15;Leonhard Münst;Avant-centre
4421;David Sousa Albino;Brazil;21;190;78;Left;€1M;€3K;37;27;67;59;20;47;24;30;57;57;49;63;64;52;52;37;71;43;76;22;68;61;26;35;33;46;60;63;60;15;12;8;10;7;;LCB
7059;Pedro Nuno Almeida Pinho;Portugal;23;187;77;Right;€575K;€1K;50;41;61;66;35;60;46;46;61;64;63;55;55;56;54;56;68;65;67;36;66;63;34;43;46;54;51;66;58;12;7;10;14;12;Pedro Nuno Almeida Pinho;Milieu défensif
128;Duane Holmes;United States;28;168;65;Right;€1.6M;€20K;65;66;52;69;54;73;58;52;62;70;81;74;85;68;92;65;61;80;46;65;84;63;68;69;54;68;61;64;57;8;10;12;10;9;Duane Holmes;Milieu offensif
3930;Mohammed Tolba;Germany;18;185;76;Right;€650K;€1K;58;34;58;65;37;59;38;36;48;57;53;61;67;54;64;51;61;54;63;34;73;61;40;39;38;68;59;62;62;7;7;14;7;8;Mohammed Tolba;Défenseur central
5740;Altay Bayındır;Türkiye;25;198;73;Right;€7.5M;€60K;11;10;14;40;15;10;10;14;45;16;30;31;51;69;24;54;61;31;68;11;29;14;14;55;16;60;14;13;10;78;73;72;76;79;Altay Bayındır;Gardien de but
2721;Ian Smeulers;Netherlands;23;174;69;Left;€675K;€1K;58;44;56;59;35;63;45;39;59;60;74;75;73;58;78;58;70;74;65;40;64;57;56;52;42;52;54;57;57;9;7;14;8;6;Ian Smeulers;Arrière gauche
768;Yohan Cassubie;France;22;184;78;Right;€2.3M;€3K;50;61;58;68;48;66;37;35;65;69;68;73;68;67;59;56;72;67;74;52;67;63;48;64;50;66;67;68;67;12;5;9;13;14;Yohan Cassubie;Milieu défensif
1286;Przemysław Frankowski;Poland;28;175;70;Right;€16M;€39K;78;71;59;77;72;76;71;62;72;77;92;91;75;79;75;73;79;85;70;72;69;70;74;76;76;78;68;71;69;7;14;13;8;11;;LM
6377;Mattia Aramu;Italy;28;180;69;Left;€1.9M;€18K;71;57;53;74;64;73;70;73;66;76;71;76;81;64;77;69;64;69;59;67;50;48;71;70;60;70;56;52;48;8;6;12;7;15;Mattia Aramu;Milieu offensif
6806;Gustavo Marques A. Santos;Brazil;21;189;84;Right;€1M;€2K;32;29;57;51;36;41;32;32;45;56;58;62;49;58;47;68;71;63;78;23;71;53;27;30;47;43;61;69;66;13;6;14;9;14;Gustavo Marques A. Santos;Arrière gauche
1664;Jim Émilien Ngowet Allevinah;Gabon;28;172;70;Right;€1.6M;€11K;71;69;43;62;66;73;73;61;48;71;84;81;75;62;71;74;52;63;42;68;48;41;66;68;54;66;46;39;36;13;15;14;13;8;Jim Émilien Ngowet Allevinah;Milieu central
7309;Yusuf Akçiçek;Türkiye;17;190;83;Left;€475K;€500;27;22;52;53;19;51;26;17;50;55;61;66;64;56;54;34;70;65;66;21;71;54;22;30;36;49;53;57;58;14;12;10;10;10;Yusuf Akçiçek;Milieu offensif
497;Dennis Cirkin;England;21;182;72;Left;€2.8M;€9K;62;54;62;62;36;66;57;61;50;63;75;78;68;65;65;37;69;68;56;41;63;65;56;53;47;57;63;66;64;7;8;11;11;15;Dennis Cirkin;Arrière gauche
3921;Maximilian Wittek;Germany;27;173;68;Left;€2.9M;€18K;77;61;58;68;70;71;78;78;63;70;77;77;79;71;85;80;73;79;68;71;77;66;71;58;52;72;65;68;71;15;12;12;13;7;Maximilian Wittek;Arrière gauche
1140;Guillaume Jannez;France;34;196;85;Right;€190K;€1K;30;23;65;42;29;34;25;24;37;49;40;43;34;56;43;39;68;68;77;20;57;64;29;31;36;45;63;71;68;9;11;11;8;9;;RCB
3513;Francesco Gelli;Italy;26;173;70;Right;€1.2M;€5K;53;59;44;71;49;68;58;36;70;71;69;65;68;63;74;61;48;69;48;58;50;54;63;67;52;66;41;56;45;6;8;13;12;5;;LM
3388;Gianluca Lapadula Vargas;Peru;33;178;71;Left;€1.9M;€22K;52;76;73;68;75;70;58;64;52;72;71;73;78;75;81;74;79;70;69;60;84;29;79;63;73;73;35;39;38;9;15;15;11;12;Gianluca Lapadula Vargas;Avant-centre
6800;Tiago Maria Antunes Gouveia;Portugal;22;176;72;Right;€9.5M;€11K;65;71;28;68;62;77;54;47;63;74;86;84;82;68;71;67;56;83;50;68;53;19;66;74;57;68;27;36;29;12;13;14;8;15;Tiago Maria Antunes Gouveia;Ailier gauche
384;Nathaniel Phillips;England;26;190;84;Right;€2.2M;€47K;30;23;77;67;30;48;29;35;58;51;48;51;41;69;49;49;78;53;77;21;77;68;28;39;45;63;73;71;66;9;6;6;12;10;;LCB
3924;Moritz-Broni Kwarteng;Germany;25;175;69;Right;€1.7M;€12K;60;72;48;65;67;71;65;47;58;72;73;78;81;65;76;70;54;66;45;71;36;24;67;64;49;66;28;29;36;12;13;13;13;6;Moritz-Broni Kwarteng;Milieu offensif
7053;Júnior Udeme Pius;Nigeria;27;193;74;Right;€1M;€3K;41;45;69;54;51;51;41;38;60;61;67;68;42;60;36;57;80;68;82;38;74;68;35;48;46;59;60;68;64;13;7;11;14;10;Júnior Udeme Pius;Défenseur central
5112;Aitor Ruibal García;Spain;27;176;75;Right;€7M;€21K;76;73;70;74;57;76;51;54;69;78;82;85;73;74;69;80;80;63;68;78;72;72;72;67;61;65;70;73;72;9;14;7;15;8;Aitor Ruibal García;Ailier droit
5880;Illia Zabarnyi;Ukraine;20;189;81;Right;€10.5M;€28K;56;33;75;73;29;52;34;38;69;59;56;68;66;74;60;45;78;61;78;34;70;75;35;32;40;69;77;77;74;14;11;10;11;13;;RCB
6553;Riccardo Ciervo;Italy;22;190;69;Right;€1.3M;€4K;65;58;52;59;60;69;70;61;53;66;73;75;78;55;49;68;66;63;61;61;50;49;59;58;54;55;57;50;51;6;7;5;13;13;Riccardo Ciervo;Ailier gauche
1301;Jimmy Cabot;France;29;164;64;Right;€2.1M;€22K;72;70;55;72;54;75;60;51;63;73;85;84;87;74;92;65;68;70;50;66;62;64;68;59;53;72;62;64;62;14;12;8;14;14;Jimmy Cabot;Milieu droit
1682;Maxence Caqueret;France;23;174;63;Right;€10.5M;€28K;66;55;48;79;49;76;66;69;75;76;76;74;86;77;85;63;63;86;56;59;80;80;69;76;53;78;75;78;71;8;5;12;5;15;;RCM
4317;Ralf Sebastian Fährmann;Germany;34;197;98;Right;€275K;€6K;14;11;15;29;11;15;18;11;34;24;38;47;39;73;36;36;66;32;75;9;36;23;11;42;21;61;10;12;10;70;65;48;71;75;Ralf Sebastian Fährmann;Gardien de but
4558;Adriano Bertaccini;Belgium;22;173;70;Right;€1.3M;€5K;57;70;55;64;59;66;59;55;53;69;76;74;75;56;77;66;72;47;67;62;57;23;66;57;58;57;21;28;27;7;10;6;9;10;Adriano Bertaccini;Avant-centre
5472;Iago Aspas Juncal;Spain;35;176;67;Left;€18M;€35K;80;90;77;79;82;87;79;83;73;87;78;83;85;86;72;82;80;69;61;81;65;39;88;81;82;85;39;21;18;12;16;9;12;13;;RS
1566;Tiago Fontoura Fonseca Morais;Portugal;19;168;63;Right;€3.3M;€8K;61;71;59;63;59;71;69;66;49;72;78;81;85;70;85;68;63;71;46;61;31;11;65;60;69;70;22;23;22;11;13;10;13;11;Tiago Fontoura Fonseca Morais;Avant-centre
5722;Fabian Mrozek;Poland;19;192;86;Right;€250K;€4K;14;6;10;30;9;10;15;13;28;18;31;32;32;49;37;43;50;20;59;5;24;10;6;39;15;37;7;11;13;53;51;57;56;58;Fabian Mrozek;Arrière droit
6261;Tommaso Fumagalli;Italy;23;185;78;Right;€1.9M;€2K;61;69;64;66;64;71;74;72;55;67;77;79;73;66;70;70;79;65;71;61;47;33;67;62;70;66;29;39;25;14;13;12;12;13;Tommaso Fumagalli;Avant-centre
1807;Jorge Miramón Santagertrudis;Spain;34;175;74;Right;€850K;€9K;74;58;65;73;54;63;68;59;71;74;70;71;70;69;73;61;75;76;72;53;69;68;65;73;63;66;66;68;66;11;10;15;14;13;Jorge Miramón Santagertrudis;Arrière droit
875;Amine Salama;France;22;192;78;Right;€2.7M;€9K;47;72;67;54;62;69;52;41;44;70;67;78;58;66;52;67;75;54;72;63;48;19;69;52;70;70;17;23;20;6;7;9;14;15;Amine Salama;Avant-centre
2989;Jeffry Puriël;Netherlands;20;195;81;Right;€500K;€1K;59;59;64;59;66;58;59;51;52;65;65;68;65;47;51;66;70;51;67;48;39;28;60;55;60;47;28;28;26;6;10;15;10;10;Jeffry Puriël;Ailier gauche
1137;Cyrille Barros Bayala;Burkina Faso;27;181;68;Right;€1.5M;€4K;68;60;59;69;55;69;60;41;63;69;75;79;73;60;63;68;75;76;71;60;49;30;66;60;67;64;44;40;38;7;13;6;8;10;Cyrille Barros Bayala;Ailier droit
786;Jordan Lefort;France;29;184;81;Left;€1.2M;€4K;64;22;65;69;22;61;46;33;61;67;65;70;59;70;56;25;74;78;73;27;72;68;62;47;37;65;68;68;68;14;6;12;12;10;;LB
6505;Magnus Kofod Andersen;Denmark;24;170;64;Right;€1.9M;€2K;60;55;45;69;58;69;65;65;69;69;71;66;77;68;79;69;66;82;71;59;65;65;63;70;57;73;63;64;57;12;10;11;9;6;Magnus Kofod Andersen;Milieu central
1295;Massadio Haïdara;Mali;30;179;76;Left;€6.5M;€30K;70;52;72;70;37;70;52;58;59;75;74;80;69;76;72;79;84;82;78;55;77;74;57;56;55;73;73;75;74;10;13;14;8;16;Massadio Haïdara;Arrière gauche
4832;Finn-Dominik Porath;Germany;26;179;68;Right;€1.4M;€10K;61;60;50;72;55;72;56;49;67;70;81;72;81;68;78;68;67;79;58;64;74;58;57;69;61;67;57;67;60;13;14;10;7;12;;CAM
4817;Daniel Patrick Hanslik;Germany;26;186;81;Left;€925K;€5K;62;67;65;64;59;65;59;48;54;64;72;62;65;67;64;68;78;81;74;63;59;22;67;60;61;60;19;24;20;12;7;6;10;6;Daniel Patrick Hanslik;Défenseur central
610;Cameron Humphreys;England;19;178;70;Left;€1.1M;€2K;61;55;46;65;44;63;60;62;62;65;67;65;69;62;72;58;58;69;60;58;60;58;63;64;44;62;59;59;55;10;11;10;7;8;Cameron Humphreys;Milieu central
5201;Sávio Moreira de Oliveira;Brazil;19;176;71;Left;€38M;€7K;80;75;45;77;63;84;76;55;67;80;86;85;86;71;76;67;61;73;45;66;45;25;76;76;62;69;26;30;36;9;12;8;9;12;;LM
5758;Pape Matar Sarr;Senegal;20;184;70;Right;€15M;€49K;64;64;58;80;54;78;60;49;76;78;70;66;75;78;72;69;71;80;71;67;70;73;73;75;50;78;74;76;70;14;8;14;8;8;;RDM
241;Jake Livermore;England;33;181;91;Right;€800K;€17K;65;56;66;68;60;65;68;58;65;70;52;49;57;69;65;72;71;70;76;65;83;68;58;61;57;72;69;68;64;9;15;8;10;9;;CDM
244;Yáser Asprilla Martínez;Colombia;19;175;75;Left;€3.3M;€11K;62;61;42;69;48;72;68;53;72;72;76;72;74;65;59;73;62;62;64;69;48;40;66;72;54;66;48;54;43;13;13;8;12;14;;RW
5493;Hugo Álvarez Antúnez;Spain;19;183;72;Right;€575K;€2K;55;54;48;61;48;59;47;39;63;57;63;63;64;63;60;55;51;50;52;52;44;60;57;64;43;57;44;58;49;10;9;14;8;8;Hugo Álvarez Antúnez;Ailier gauche
7056;Gonçalo Filipe Jesus Pinto;Portugal;23;194;90;Right;€500K;€1K;14;8;13;16;7;6;13;15;25;18;26;33;32;50;29;46;55;18;65;8;23;7;7;48;17;38;8;15;14;64;64;61;60;62;Gonçalo Filipe Jesus Pinto;Avant-centre
5460;Facundo Esnáider Ruiz;Spain;21;184;76;Right;€375K;€3K;42;40;44;65;36;52;38;40;60;56;59;62;54;63;58;48;51;53;60;37;58;54;39;63;37;40;42;55;48;12;12;9;6;13;Facundo Esnáider Ruiz;Milieu central
5466;Carlos Dominguez Cáceres;Spain;22;187;71;Left;€3.3M;€10K;50;29;72;69;18;38;26;32;53;68;63;69;46;68;56;36;73;54;62;15;70;71;40;33;38;54;69;72;71;5;14;5;9;15;;LCB
6112;Calvin Bassey Ughelumba;Nigeria;23;185;76;Left;€8.5M;€46K;68;36;72;66;49;66;63;37;60;64;78;86;70;66;78;64;83;89;88;36;76;71;57;55;44;62;71;76;73;9;7;5;8;7;Calvin Bassey Ughelumba;Défenseur central
5728;Carlos Henrique Venancio Casimiro;Brazil;31;185;84;Right;€56M;€190K;68;69;85;82;68;69;77;74;84;79;56;59;60;86;63;88;84;82;88;81;92;88;77;78;66;82;86;88;87;13;14;16;12;12;;RDM
7297;Joshua Christian Kojo King;Norway;31;184;82;Right;€4.8M;€32K;68;75;68;74;73;77;72;54;65;76;77;85;77;70;73;77;84;68;81;73;70;34;76;73;76;75;33;38;27;12;9;11;12;7;Joshua Christian Kojo King;Gardien de but
5609;Aleksandar Sedlar;Serbia;31;180;79;Right;€2.1M;€17K;33;50;69;68;25;34;24;22;56;62;52;41;69;75;66;49;73;74;80;26;76;74;25;47;68;63;75;74;72;14;9;12;12;5;Aleksandar Sedlar;Défenseur central
5764;Timo Werner;Germany;27;180;76;Right;€24.5M;€63K;68;77;75;77;82;81;70;58;55;78;93;89;78;79;76;85;85;80;64;77;63;37;81;68;78;76;39;20;24;9;9;8;15;9;Timo Werner;Avant-centre
6666;Giacomo Olzer;Italy;22;188;78;Left;€550K;€800;58;52;50;60;55;61;62;56;54;63;65;65;66;62;60;68;66;56;71;60;48;31;56;61;58;58;29;34;34;6;12;9;12;12;Giacomo Olzer;Milieu offensif
6770;Luca Giudici;Italy;31;179;69;Right;€475K;€1K;53;59;35;65;55;63;52;35;62;65;69;69;59;65;71;54;48;55;53;55;40;45;69;64;53;65;23;49;48;9;12;12;12;7;Luca Giudici;Ailier gauche
7032;Finn Jesper Dicke;Netherlands;18;181;73;Right;€1.2M;€550;57;45;56;63;44;59;44;44;60;61;61;59;54;58;61;41;63;63;61;55;67;62;61;58;47;57;68;66;64;5;13;10;10;7;Finn Jesper Dicke;Gardien de but
393;Romaine Theodore Sawyers;Saint Kitts and Nevis;31;185;67;Right;€700K;€6K;59;59;55;70;60;65;64;54;69;70;61;63;74;66;72;59;64;63;65;64;60;58;62;68;57;68;63;58;50;12;11;6;15;6;Romaine Theodore Sawyers;Ailier droit
7318;Nicolas Pépé;Côte d'Ivoire;28;183;73;Left;€14M;€53K;75;75;57;75;70;82;81;79;66;80;87;87;90;74;75;80;77;65;68;74;43;33;76;74;85;75;36;34;30;11;14;11;6;8;;LM
5475;Francisco José Beltrán Peinado;Spain;24;165;64;Right;€23M;€22K;72;53;60;84;55;75;54;55;82;76;61;56;77;75;78;61;66;67;63;60;70;77;63;80;49;66;79;80;81;14;11;8;13;9;Francisco José Beltrán Peinado;Défenseur central
5883;Ryan Christie;Scotland;28;178;71;Left;€4.2M;€41K;72;71;53;77;50;76;75;71;68;74;78;76;77;70;80;76;74;80;74;70;80;63;73;74;74;80;66;69;72;13;9;12;7;8;;RAM
7452;Leonardo Duarte da Silva;Brazil;26;183;79;Right;€6.5M;€22K;42;31;65;67;30;55;30;27;56;62;60;55;64;74;62;54;75;72;79;27;83;76;39;30;48;72;77;76;79;10;13;9;8;13;;RCB
7586;Emre Bekir;Türkiye;24;182;70;Left;€325K;€2K;50;29;53;36;35;62;34;33;31;42;68;62;54;59;40;34;52;64;47;35;60;52;49;40;39;58;59;74;61;15;7;15;9;6;Emre Bekir;Arrière gauche
3915;Christopher Antwi-Adjei;Ghana;29;174;72;Right;€2.3M;€20K;69;64;36;69;57;71;58;35;54;72;88;87;90;69;90;70;59;72;53;57;35;27;69;66;49;57;32;30;27;10;8;7;13;5;Christopher Antwi-Adjei;Ailier gauche
1679;Duje Ćaleta-Car;Croatia;26;192;89;Right;€4M;€34K;28;32;75;73;32;59;28;31;72;64;51;60;38;70;51;67;79;59;84;27;78;73;54;60;38;72;74;73;72;8;9;9;10;8;;LCB
6669;Matteo Ferro;Italy;19;178;73;Right;€190K;€500;50;46;36;55;35;48;37;36;47;50;63;64;54;39;68;42;38;51;47;29;36;25;47;49;46;39;29;26;27;12;12;7;14;14;Matteo Ferro;Ailier droit
3522;Riccardo Marchizza;Italy;25;186;80;Left;€1.9M;€7K;70;27;66;67;26;64;53;22;60;66;58;66;59;69;62;55;71;65;72;40;64;70;56;51;34;66;69;70;68;15;11;10;12;7;Riccardo Marchizza;Arrière gauche
2986;Christopher Emanuel Mamengi;Netherlands;22;182;78;Left;€825K;€1K;45;28;61;52;38;47;47;28;54;54;69;72;64;60;68;55;76;57;76;30;70;58;32;38;39;60;60;59;58;12;13;6;6;7;Christopher Emanuel Mamengi;Défenseur central
1131;Al Hassan Touré;Australia;23;185;82;Right;€750K;€2K;55;58;50;58;52;64;58;51;51;60;84;86;71;52;68;66;79;63;77;56;48;25;55;57;58;61;27;33;28;12;10;10;13;14;Al Hassan Touré;Avant-centre
6547;Emanuele Pecorino;Italy;21;192;87;Left;€1.3M;€900;40;65;69;58;55;60;46;43;46;66;51;64;51;57;47;67;73;54;78;52;68;26;63;45;63;62;35;29;18;13;12;13;14;7;Emanuele Pecorino;Avant-centre
1274;Kassoum Ouattara;France;18;176;73;Left;€1.7M;€3K;62;40;53;60;35;63;49;35;49;62;75;78;68;59;74;42;68;75;65;39;59;57;55;54;36;60;54;64;61;9;10;5;8;11;Kassoum Ouattara;Ailier droit
1563;Samuel Yves Umtiti;France;29;182;75;Left;€9M;€31K;61;51;75;75;63;61;72;62;71;67;57;63;56;74;64;83;80;53;82;67;76;79;51;58;59;72;80;79;74;15;10;14;12;15;Samuel Yves Umtiti;Défenseur central
2358;Mathis Lachuer;France;22;170;65;Left;€1.3M;€2K;60;50;35;71;69;70;63;67;72;71;81;79;83;60;86;48;48;45;43;52;27;50;48;63;53;60;50;66;62;8;10;8;15;11;Mathis Lachuer;Milieu défensif
4022;Fabian Nürnberger;Germany;23;178;72;Left;€2.8M;€14K;65;59;56;73;58;72;66;51;70;74;77;69;79;70;71;69;68;77;56;65;69;65;67;71;54;65;63;70;70;6;13;10;8;8;;LWB
